ime;lokacija;stanje;proizvodjac;model;godiste;kilometraza;vrata;gorivo;kubikaza;kilovata;konjskih_snaga;emisioni_standard;registrovan;udaren;broj_pregleda;datum;datum_objave;radnja;cijena
VW Passat u ekstra stanju, Navig, ful oprema.Registr.;Banja Luka;Korišteno;Volkswagen;Passat;2012;227310;4;Dizel;1.6;77;105;Euro 5;;;888;2022-04-27;2022-03-13;0;15500
Passat CC Xenon - DSG;Banja Luka;Korišteno;Volkswagen;Passat CC;2010;231000;4;Dizel;2.0;100;;Euro 5;1;;2980;2022-07-23;2022-03-13;0;21500
VW Touran 1.6 TDI Trendline, Godište:2011, 16.ke Felge, Extr......;Brčko;Korišteno;Volkswagen;Touran;2011;232000;4;Dizel;1.6;77;105;Euro 5;;;1534;2022-04-19;2022-03-13;1;13990
Audi q3;Doboj;Korišteno;Audi;Q3;2012;250000;4;Dizel;2.0;130;;Euro 5;;;1104;2022-04-17;2022-03-13;0;28200
Golf 6 DSG 2.0 automatik Full oprema;Novo Sarajevo;Korišteno;Volkswagen;Golf;2011;200000;2;Dizel;2.0;103;140;Euro 5;1;;656;2022-08-03;2022-03-13;0;16000
Citroen C5;Gračanica;Korišteno;Citroen;C5;2012;213000;4;Dizel;1.6;82;;Euro 5;;;10;2022-04-28;2022-03-13;0;12390
Mercedes-Benz C 200;Konjic;Korišteno;Mercedes-Benz;C 200;2004;305000;4;Dizel;2.0;90;;;1;;7;2022-04-24;2022-03-13;0;9500
ALFA ROMEO 159 JTDm;Banjalučka, Novi Grad;Korišteno;Alfa Romeo;Alfa 159;2008;240000;4;Dizel;1.9;110;;Euro 4;1;;1082;2022-04-26;2022-03-13;0;8500
Škoda Octavia 4x4;Zvornik;Korišteno;Škoda;Octavia;2011;173703;4;Dizel;1.6;77;105;Euro 5;;1;4948;2022-07-20;2022-03-13;0;12000
Mercedes-Benz GLK 220 4 Matic 7G;Bijeljina;Korišteno;Mercedes-Benz;GLK 220;2011;350000;4;Dizel;2.2;170;;;1;;798;2022-09-07;2022-03-13;0;22500
Bmw E60 530 d M-optik;Gradiška;Korišteno;BMW;530;2004;302000;4;Dizel;3.0;160;230;Euro 4;1;;1536;2022-05-10;2022-03-13;0;10800
Renault Clio TEK REGISTROVAN Bez ulaganja,moze zamjena;Konjic;Korišteno;Renault;Clio;2003;306000;2;Dizel;1.5;48;;;1;;2521;2022-04-24;2022-03-13;0;3150
Škoda Octavia;Ilidža;Korišteno;Škoda;Octavia;2009;195000;4;Dizel;1.9;77;;;1;;686;2022-04-16;2022-03-13;0;12350
Skoda octavia 4x4;Cazin;Korišteno;Škoda;Octavia;2010;216000;4;Dizel;1.6;77;;;1;;570;2022-04-29;2022-03-13;0;11700
Volkswagen Golf 2013 god 2.0 TDI AUTOMATIK CABRIO;Grad Mostar;Korišteno;Volkswagen;Golf;2013;100000;2;Dizel;2.0;103;140;Euro 5;1;;1800;2022-04-18;2022-03-13;0;22000
Audi Q7 3.0 tdi Quattro;Sarajevo, Novi Grad;Korišteno;Audi;Q7;2007;256000;4;Dizel;3.0;171;;Euro 4;1;;956;2022-04-26;2022-03-13;0;22000
Renault Megane II, 2004 g.*1.6 plin* 85kw* registrovan;Banja Luka;Korišteno;Renault;Megane;2004;260000;2;Plin;1.6;83;;;1;;809;2022-05-04;2022-03-13;0;3300
Volkswagen Passat 5 plus;Maglaj;Korišteno;Volkswagen;Passat;2002;340000;4;Plin;1.8;125;;Euro 3;1;;883;2022-05-14;2022-03-13;0;3700
Volkswagen Touran;Vitez;Korišteno;Volkswagen;Touran;2004;218000;4;Dizel;1.9;77;;Euro 4;1;;254;2022-05-08;2022-03-13;0;7900
Seat Ibiza 2002/3;Bijeljina;Korišteno;Seat;Ibiza;2002;320000;2;Plin;1.2;40;;;1;;2805;2022-05-03;2022-03-13;0;3550
Peugeot 307;Banja Luka;Korišteno;Peugeot;307;2004;320000;4;Dizel;2.0;79;;Euro 4;1;;1907;2022-04-30;2022-03-13;0;4500
Golf 6 2.0TDI;Modriča;Korišteno;Volkswagen;Golf;2010;230000;4;Dizel;2.0;81;;;;;884;2022-09-07;2022-03-13;0;14500
VW Golf 7;Odžak;Korišteno;Volkswagen;Golf;2017;128862;4;Dizel;1.6;85;115;Euro 6;;;1917;2022-04-29;2022-03-13;0;28800
Škoda Octavia 2.0tdi dsg;Trebinje;Korišteno;Škoda;Octavia;2014;477000;4;Dizel;2.0;110;150;;1;;1020;2022-05-10;2022-03-13;0;18000
Peugeot 407 2.0 HDI;Banja Luka;Korišteno;Peugeot;407;2005;202000;4;Dizel;2.0;100;;;1;;390;2022-04-25;2022-03-13;0;6000
Opel corsa 1.4 74kw benzin;Kakanj;Korišteno;Opel;Corsa;2010;142300;4;Benzin;1.4;74;;Euro 5;1;;411;2022-09-26;2022-03-13;0;9600
Peugeot 308 hdi;Modriča;Korišteno;Peugeot;308;2011;236000;4;Dizel;1.6;68;92;Euro 5;1;;258;2022-04-28;2022-03-13;0;10950
Renault Fluence 1.6 benzin plin;Doboj;Korišteno;Renault;Fluence;2010;101569;4;Benzin;1.6;81;;;1;;975;2022-04-19;2022-03-13;1;9500
Mercedes-Benz S 500 S500 4Matic Long Novo TOP;Sarajevo - Centar;Korišteno;Mercedes-Benz;S 500;2014;220000;4;Benzin;5.0;335;456;Euro 6;1;;2748;2022-05-12;2022-03-13;0;89999
Volkswagen Passat;Brčko;Korišteno;Volkswagen;Passat;2009;291000;4;Dizel;2.0;103;;;;;639;2022-04-29;2022-03-13;0;12999
BMW 730d;Sarajevo - Centar;Korišteno;BMW;730;2011;248000;4;Dizel;3.0;180;245;Euro 5;1;;599;2022-04-28;2022-03-13;0;40000
Audi A6 Quattro;Sarajevo - Centar;Korišteno;Audi;A6;2003;240000;4;Dizel;2.5;132;180;Euro 3;1;;1182;2022-04-28;2022-03-13;0;7900
Honda Accord 2.2ICTDI;Banja Luka;Korišteno;Honda;Accord;2004;299000;4;Dizel;2.2;103;;;1;;841;2022-07-14;2022-03-13;0;7400
Alfa Romeo Brera, 2.4 JTD, 210 KS, 149000 km;Grad Mostar;Korišteno;Alfa Romeo;Brera;2008;149000;2;Dizel;2.4;154;210;Euro 4;;;1436;2022-04-26;2022-03-13;0;13800
Ford Ka,cijena za gotovinu i ozbiljne kupce se moze kor;Široki Brijeg;Korišteno;Ford;Ka;2014;110000;2;Benzin;1.3;45;69;Euro 6;1;;5;2022-04-26;2022-03-13;0;9400
Citroen C5 2.0 Exclusive automatik 2011 god;Zenica;Korišteno;Citroen;C5;2011;183000;4;Dizel;2.0;120;163;Euro 5;1;;786;2022-04-16;2022-03-13;0;11950
Mercedes w211 e320cdi;Livno;Korišteno;Mercedes-Benz;E 320;2005;276500;4;Dizel;3.2;150;;;1;;795;2022-06-08;2022-03-13;0;11600
Drugi Drugi;Tešanj;Novo;Drugi;Drugi;2021;0;4;Dizel;1.6;55;;;1;;5;2022-09-26;2022-03-13;0;5000
Mercedes-Benz C 200 CDI;Žepče;Korišteno;Mercedes-Benz;C 220;2010;280000;4;Dizel;2.2;100;;Euro 5;1;;1775;2022-04-26;2022-03-13;0;16900
Škoda Fabia Monte Carlo 1.6 TDI Ful 061/224-709;Kiseljak;Korišteno;Škoda;Fabia;2011;180000;4;Dizel;1.6;66;90;Euro 5;1;;675;2022-05-14;2022-03-13;0;11900
Mercedes-Benz C 180;Tuzla;Korišteno;Mercedes-Benz;C 180;2001;213550;4;Benzin;2.0;96;130;Euro 4;;;1791;2022-04-19;2022-03-13;0;4650
Zastava 101- Kec;Bijeljina;Korišteno;Zastava;Zastava 101 - Kec;1990;160707;4;Benzin;1.1;40;;;1;;1279;2022-05-01;2022-03-13;0;3300
Nissan Micra;Sarajevo, Novi Grad;Korišteno;Nissan;Micra;2005;193000;4;Benzin;1.2;59;;;;;2271;2022-04-27;2022-03-13;0;4200
Renault Megane;Gradiška;Korišteno;Renault;Megane;2009;210000;4;Dizel;1.5;63;;Euro 4;1;;329;2022-06-01;2022-03-13;0;9500
Renault Megane III (1.5dci 81kw 2008g);Banja Luka;Korišteno;Renault;Megane;2008;260000;4;Dizel;1.5;81;;;;;1183;2022-04-17;2022-03-13;0;8000
Opel Corsa. Tell 065/050-883;Banja Luka;Korišteno;Opel;Corsa;2010;173000;2;Benzin;1.4;64;;Euro 5;1;;1574;2022-04-27;2022-03-13;0;7600
Audi A4;Gradačac;Korišteno;Audi;A4;2006;302296;4;Dizel;2.7;132;;;1;;273;2022-04-21;2022-03-13;0;9990
Volkswagen Passat CC;Vlasenica;Korišteno;Volkswagen;Passat CC;2010;170000;4;Dizel;2.0;125;;;1;;669;2022-04-21;2022-03-13;0;18500
Nissan murano 3,5 plin 2007 4x4 zamjena;Stari Grad;Korišteno;Nissan;Murano;2007;89000;4;Benzin;3.5;11;;;1;;464;2022-04-27;2022-03-13;0;10499
Ford Focus 1.8;Lukavac;Korišteno;Ford;Focus;2001;300000;4;Dizel;1.8;66;90;Euro 3;1;;447;2022-07-05;2022-03-13;0;3000
Renault Grand Scenic Bose Edition;Stari Grad;Korišteno;Renault;Grand Scenic;2013;206405;4;Dizel;1.6;91;;Euro 5;1;;269;2022-05-17;2022-03-13;0;16800
BMW X5 3.0D XENON*NAVI* TOP STANJE FULL;Tuzla;Korišteno;BMW;X5;2003;289000;4;Dizel;3.0;135;;;1;;2124;2022-04-20;2022-03-13;1;14000
Volkswagen Passat;Zenica;Korišteno;Volkswagen;Passat;2010;240000;4;Dizel;2.0;103;;Euro 5;1;;105;2022-07-18;2022-03-13;0;12850
Audi A8;Novo Sarajevo;Korišteno;Audi;A8;2004;224585;4;Dizel;4.0;205;290;Euro 4;1;;2033;2022-06-06;2022-03-13;0;12300
Chevrolet Cruze 2.0 Dizel Presao 108.000 KM**PRVI VLAS.;Ilidža;Korišteno;Chevrolet;Cruze;2010;108000;4;Dizel;2.0;92;125;Euro 5;1;;2134;2022-04-16;2022-03-13;0;9900
Mercedes-Benz B 180;Ilidža;Korišteno;Mercedes-Benz;B 180;2013;191000;4;Dizel;1.5;80;;Euro 5;1;;10;2022-04-30;2022-03-13;0;21700
MINI Cooper;Novo Sarajevo;Korišteno;MINI;Cooper;2010;163754;2;Benzin;1.6;90;120;Euro 5;1;;452;2022-06-06;2022-03-13;0;12700
Volkswagen Passat 1.6 Dizel 77 KW -komande-Navigacija;Gradačac;Korišteno;Volkswagen;Passat;2011;251000;4;Dizel;1.6;77;;Euro 5;;;697;2022-04-26;2022-03-13;1;15450
Prodajem Tuarega.2004.2.5 d.;Doboj;Korišteno;Volkswagen;Touareg;2004;220000;4;Dizel;2.5;128;128;;1;;1252;2022-04-29;2022-03-13;0;9500
Volkswagen Caddy;Tešanj;Korišteno;Volkswagen;Caddy;2017;135000;4;Dizel;2.0;85;105;Euro 6;1;;28;2022-06-28;2022-03-13;0;27200
Golf 7 VII 4MOTION;Ilijaš;Korišteno;Volkswagen;Golf;2013;197000;4;Dizel;1.6;77;105;Euro 5;1;;1372;2022-07-01;2022-03-13;0;24500
Audi 100;Busovača;Korišteno;Audi;100;1993;502675;4;Benzin;2.0;85;;;1;;19;2022-09-24;2022-03-13;0;1000
Mercedes 124 E 200 DIZEL;Vitez;Korišteno;Mercedes-Benz;E 200;1989;200000;4;Dizel;2.0;53;;;1;;6735;2022-04-26;2022-03-13;0;3500
VW CC 2.0 TDI*DSG*F1*PANO*KAM*ACC*XEN*170KS*DCC*PASSAT*;Banja Luka;Korišteno;Volkswagen;Passat CC;2013;240000;4;Dizel;2.0;125;170;Euro 5;1;;1442;2022-04-20;2022-03-13;0;31500
Volkswagen Pasat 8 1.6 TDI 2015;Zvornik;Korišteno;Volkswagen;Passat;2015;232000;4;Dizel;1.6;88;120;Euro 6;1;;2376;2022-05-27;2022-03-13;0;22500
Ford Fiesta;Vlasenica;Korišteno;Ford;Fiesta;2003;230000;2;Dizel;1.4;50;;;1;;619;2022-05-03;2022-03-13;0;4100
Citroen C5;;Korišteno;Citroen;C5;2005;279000;4;Benzin;2.0;103;;;1;;166;2022-06-09;2022-03-13;0;4000
Ford Fokus;Zenica;Korišteno;Ford;Focus;2007;200000;4;Dizel;1.6;66;;;1;;545;2022-05-17;2022-03-13;0;5500
Škoda Octavia;Konjic;Korišteno;Škoda;Octavia;2011;260000;4;Dizel;1.6;77;;Euro 5;1;;924;2022-04-28;2022-03-13;0;12600
Audi Q5;Modriča;Korišteno;Audi;Q5;2010;259635;4;Dizel;2.0;125;;Euro 5;1;;195;2022-05-09;2022-03-13;0;26300
Passat 2.0TDI-DSG 4 motion xenon;Žepče;Korišteno;Volkswagen;Passat;2011;220000;4;Dizel;2.0;125;170;Euro 5;;;1462;2022-04-29;2022-03-13;0;19700
Fiat Grande Punto - 1.9 JTD - 2010 god;Velika Kladuša;Korišteno;Fiat;Grande Punto;2010;210000;2;Dizel;1.9;96;130;;1;;3566;2022-04-29;2022-03-13;1;5400
Mercedes ML 350 Dizel;Vogošća;Korišteno;Mercedes-Benz;ML 350;2010;200000;4;Dizel;3.0;164;220;Euro 6;1;;1832;2022-04-22;2022-03-13;0;25000
Volkswagen Golf Plus;Tešanj;Korišteno;Volkswagen;Golf Plus;2006;256000;4;Dizel;1.9;77;;Euro 4;1;;692;2022-05-18;2022-03-13;0;8400
Opel Astra K SW Karavan;Stari Grad;Korišteno;Opel;Astra;2017;150000;4;Dizel;1.6;81;;;1;;943;2022-05-01;2022-03-13;0;21500
Volkswagen Touran Tek Registrovan;Zenica;Korišteno;Volkswagen;Touran;2005;314000;4;Dizel;1.9;77;;;1;;1571;2022-04-22;2022-03-13;0;7000
Volkswagen Golf 1.6 TDI;Ilidža;Korišteno;Volkswagen;Golf;2014;185000;4;Dizel;1.6;77;105;Euro 5;1;;2483;2022-05-06;2022-03-13;1;20900
OPEL CORSA 2011 GOD. 1.3 CDTI;Grad Mostar;Korišteno;Opel;Corsa;2011;275000;2;Dizel;1.3;70;;Euro 5;1;;1807;2022-04-15;2022-03-13;0;7900
Opel Corsa;Sarajevo, Novi Grad;Korišteno;Opel;Corsa;2003;100000;4;Benzin;1.0;43;;;1;;17;2022-07-30;2022-03-13;0;3300
Mercedes-Benz C 220 Avangard sport;Livno;Korišteno;Mercedes-Benz;C 220;2004;283000;4;Dizel;2.2;110;;Euro 3;1;;1172;2022-04-25;2022-03-13;0;8600
Volkswagen Golf;Banja Luka;Korišteno;Volkswagen;Golf;2013;225553;4;Dizel;1.6;77;105;Euro 5;1;;6;2022-05-07;2022-03-13;0;14999
PEUGEOT 407 2.0HDI 100KW 2009 G. FACELIFT;Banja Luka;Korišteno;Peugeot;407;2009;250000;4;Dizel;2.0;103;140;Euro 5;1;;622;2022-04-29;2022-03-13;0;9000
Škoda Octavia 1.8tsi dsg 2011 reg.1.2023;Grad Mostar;Korišteno;Škoda;Octavia;2011;294500;4;Benzin;1.8;118;;Euro 5;1;;492;2022-04-22;2022-03-13;0;12444
Volkswagen Passat;Ilidža;Korišteno;Volkswagen;Passat;2003;333000;4;Dizel;1.9;96;;;1;;13;2022-04-27;2022-03-13;0;5200
Tiguan 4x4 2.0 tdi;Gračanica;Korišteno;Volkswagen;Tiguan;2009;259000;4;Dizel;2.0;103;;;1;;2784;2022-06-25;2022-03-13;0;18000
Peugeot 206;Čapljina;Korišteno;Peugeot;206;2000;235000;4;Benzin;1.4;55;;Euro 3;1;;3021;2022-04-30;2022-03-13;0;1800
VW TOUAREG 3.0 V6 181/kw 4x4, 4Motion.ČITAJ DETALJNO.;Brčko;Korišteno;Volkswagen;Touareg;2012;219000;4;Dizel;3.0;181;;Euro 5;1;;1175;2022-04-17;2022-03-13;0;35300
Renault Twingo 1.5 dci Night&Day REGISTROVAN GOD DANA;Banja Luka;Korišteno;Renault;Twingo;2012;166000;2;Dizel;1.5;63;87;Euro 5;;;1758;2022-04-24;2022-03-13;1;8450
Golf 6 1.6TDI 66kw decembar 2009. prešao 201.000 km;Tuzla;Korišteno;Volkswagen;Golf;2009;201000;4;Dizel;1.6;66;90;Euro 5;1;;328;2022-04-29;2022-03-13;0;11999
Mercedes-Benz A 160 2010 godina;Žepče;Korišteno;Mercedes-Benz;A 160;2010;216085;4;Dizel;2.0;60;82;Euro 5;1;;283;2022-04-19;2022-03-13;1;10300
Ford Focus 1.6 benz/plin 2008/09;Banja Luka;Korišteno;Ford;Focus;2009;186542;4;Plin;1.6;85;;Euro 4;1;;790;2022-04-18;2022-03-13;0;8000
Audi A4;Sarajevo, Novi Grad;Korišteno;Audi;A4;2006;340000;4;Dizel;2.0;103;;Euro 4;1;;2318;2022-06-05;2022-03-13;0;8550
CITROEN C4 CACTUS;Sarajevo - Centar;Korišteno;Citroen;Cactus;2017;86430;4;Dizel;1.6;73;100;Euro 6;1;;1748;2022-05-20;2022-03-14;0;22500
CITROEN C5 AUTOMATIK AUTOMATIC;Bijeljina;Korišteno;Citroen;C5;2010;197000;4;Dizel;2.0;120;160;Euro 5;;;1060;2022-04-22;2022-03-14;1;12500
Audi A4;Mrkonjić Grad;Korišteno;Audi;A4;2000;400000;4;Dizel;1.9;81;;;1;;3766;2022-04-22;2022-03-14;0;2650
TOYOTA RAV4 2.2DIZEL 110KW 2009 GODINA;Zenica;Korišteno;Toyota;RAV 4;2009;234123;4;Dizel;2.2;110;150;Euro 5;;;6436;2022-04-23;2022-03-14;1;17500
Volkswagen Golf 1.9 tdi 85kw +remap;Bijeljina;Korišteno;Volkswagen;Golf;2000;240000;2;Dizel;1.9;85;;;1;;923;2022-06-04;2022-03-14;0;6450
Audi A6;Banja Luka;Korišteno;Audi;A6;2017;75600;4;Dizel;2.0;140;;Euro 6;;;327;2022-07-18;2022-03-14;0;49500
Volkswagen Golf 7 GTD 2.0 TDI 135 kw;Novo Sarajevo;Korišteno;Volkswagen;Golf;2013;255000;4;Dizel;2.0;135;225;Euro 6;1;;3525;2022-06-02;2022-03-14;0;28000
Opel Astra J 1.7 CDTI 92kW 2012 godiste *led*211.000km*;Živinice;Korišteno;Opel;Astra;2012;211000;4;Dizel;1.7;92;125;Euro 5;;;1873;2022-04-20;2022-03-14;1;11900
BMW F10 530 2012 G.P 3.0;Čelinac;Korišteno;BMW;530;2012;226000;4;Dizel;3.0;190;;Euro 5;1;;1722;2022-04-17;2022-03-14;1;28500
Citroen C4 Picasso;Pale;Korišteno;Citroen;C4 Picasso;2007;283000;4;Dizel;1.6;80;100;Euro 4;1;;746;2022-05-18;2022-03-14;0;7000
DACIA Duster 1.5 dCi 110ks 4x4 Lauréate Navi Kamera;Grad Mostar;Korišteno;Dacia;Duster;2016;175000;4;Dizel;1.5;81;110;Euro 6;;;1160;2022-04-27;2022-03-14;1;23900
Seat Leon 1.6tdi 81kw. 2014god. Led/Navi/Senzori;Živinice;Korišteno;Seat;Leon;2014;253600;4;Dizel;1.6;81;;Euro 5;1;;1841;2022-04-20;2022-03-14;1;17900
Mercedes-Benz B 200 cdi, registrovana;Banja Luka;Korišteno;Mercedes-Benz;B 200;2006;380000;4;Dizel;2.0;103;;;1;;1517;2022-04-20;2022-03-14;1;8900
Audi Q7;Kiseljak;Korišteno;Audi;Q7;2008;306000;4;Dizel;3.0;176;317;;1;;313;2022-09-27;2022-03-14;0;29000
Ford Focus;Novo Sarajevo;Korišteno;Ford;Focus;2004;;4;Dizel;1.8;74;;Euro 3;1;;312;2022-05-11;2022-03-14;0;2700
Peugeot 3008;Doboj;Korišteno;Peugeot;3008;2011;230;4;Dizel;1.6;88;;;;;314;2022-05-28;2022-03-14;0;13500
Nissan X-Trail;Konjic;Korišteno;Nissan;X-Trail;2005;220000;4;Dizel;2.2;100;;;1;;1755;2022-05-04;2022-03-14;0;9300
Audi A6 3.0 TDI Quattro Automatik Avant;Široki Brijeg;Korišteno;Audi;A6;2006;347000;4;Dizel;3.0;165;225;Euro 4;1;;1329;2022-05-16;2022-03-14;0;13500
Mercedes A 170 benzin;Tuzla;Korišteno;Mercedes-Benz;A 170;2004;154000;4;Benzin;1.7;85;;;;;672;2022-05-30;2022-03-14;0;6500
Alfa Romeo Alfa 147 benzin plin registrovan atest 2025;Bratunac;Korišteno;Alfa Romeo;Alfa 147;2002;240000;2;Plin;1.6;77;105;Euro 3;1;;2012;2022-05-19;2022-03-14;0;1200
Renault MEGANE 1.5dci NAVY FACELIFT 2015;Grad Mostar;Korišteno;Renault;Megane;2015;230000;4;Dizel;1.5;70;95;Euro 6;;;2032;2022-04-28;2022-03-14;1;14900
Peugeot 607;Kostajnica;Korišteno;Peugeot;607;2001;355000;4;Benzin;3.0;155;;;;;1891;2022-05-10;2022-03-14;0;2500
Peugeot 206 plus 2011 gp 90000 km klima;Mrkonjić Grad;Korišteno;Peugeot;206;2011;90000;4;Benzin;1.4;55;;;1;;669;2022-06-10;2022-03-14;0;6700
AUDI A6 3.0 165 KW 2004 GOD.;Tešanj;Korišteno;Audi;A6;2004;375555;4;Dizel;3.0;165;;Euro 3;1;;1213;2022-04-25;2022-03-14;1;12400
BMW 320;Ilidža;Korišteno;BMW;320;2007;315000;4;Dizel;2.0;120;;;1;;471;2022-07-23;2022-03-14;0;11300
PEUGEOT 206 1.4 HDI **2006/ FACELIFT PERFEKTNO STANJE**;Prijedor;Korišteno;Peugeot;206;2006;270000;4;Dizel;1.4;50;;Euro 4;1;;2716;2022-04-28;2022-03-14;1;4850
Mercedes-Benz C 220 2010 godina;Derventa;Korišteno;Mercedes-Benz;C 220;2010;227000;4;Dizel;2.2;125;175;Euro 5;;;569;2022-04-20;2022-03-14;0;13700
Audi A6 S line Quattro;Lukavica;Korišteno;Audi;A6;2004;300000;4;Dizel;3.0;165;220;Euro 4;1;;1715;2022-05-10;2022-03-14;0;12500
Volkswagen Touran 1.9 TDI BKC;Fojnica;Korišteno;Volkswagen;Touran;2006;355000;4;Dizel;1.9;77;105;Euro 4;;;451;2022-06-06;2022-03-14;0;8300
ŠKODA SUPERB STYLE 2.0 TDI DSG 4x4;Tuzla;Novo;Škoda;Superb;2022;8;4;Dizel;2.0;147;200;Euro 6;;;6762;2022-04-22;2022-03-14;1;85792
Volkswagen Tiguan R line 4x4;Novo Sarajevo;Korišteno;Volkswagen;Tiguan;2009;210000;4;Dizel;2.0;103;140;Euro 5;1;;1752;2022-04-25;2022-03-14;0;23499
Tata indica;Žepče;Korišteno;Tata;Indica;2002;163000;4;Dizel;1.4;36;50;Euro 3;1;;1307;2022-05-11;2022-03-14;0;2500
BMW 750 i 2009.godina !!!;Banja Luka;Korišteno;BMW;750;2009;174000;4;Benzin;4.4;300;400;Euro 4;1;;1206;2022-04-21;2022-03-14;1;34800
BMW E90 318D, 2008 g.p.;Prnjavor;Korišteno;BMW;318;2008;274000;4;Dizel;2.0;105;140;Euro 5;1;;764;2022-04-21;2022-03-14;0;12000
Opel Astra;Gornji Vakuf - Uskoplje;Korišteno;Opel;Astra;2000;277000;4;Dizel;1.7;55;;;1;;19;2022-04-24;2022-03-14;0;2750
Renault Laguna;Banja Luka;Korišteno;Renault;Laguna;2002;220000;4;Dizel;2.2;110;150;;1;;520;2022-04-18;2022-03-14;0;3500
Citroen C5 CrossTourer 2.2 HDi 204 KS AUTOMATIK;Tuzla;Korišteno;Citroen;C5;2014;112370;4;Dizel;2.2;150;204;Euro 5;1;;3073;2022-04-27;2022-03-14;1;25900
BMW 320d F31 2015 god.;Žepče;Korišteno;BMW;320;2015;207000;4;Dizel;2.0;135;184;Euro 6;1;;648;2022-04-17;2022-03-14;0;27300
VW Tiguan 2.0 177ks panorama webasto;Novi Grad, Sarajevo;Korišteno;Volkswagen;Tiguan;2013;275000;4;Dizel;2.0;130;177;Euro 5;1;;966;2022-04-18;2022-03-14;0;28500
Peugeot 207 1.4 benizn 2008;Banja Luka;Korišteno;Peugeot;207;2008;225000;2;Benzin;1.4;70;94;Euro 4;1;;1075;2022-06-16;2022-03-14;0;6000
Nissan Pathfinder 2.5 DCI 2005;Visoko;Korišteno;Nissan;Pathfinder;2005;300000;4;Dizel;2.5;126;126;;1;;1622;2022-04-19;2022-03-14;0;15000
Citroen C3 1.6 bluehdi 2017 Navi / Led;Trebinje;Korišteno;Citroen;C3;2017;185000;4;Dizel;1.6;55;75;Euro 6;;;935;2022-04-21;2022-03-14;1;16400
Volkswagen Golf 6 Uvoz;Kiseljak;Korišteno;Volkswagen;Golf;2010;244324;4;Dizel;1.6;77;105;Euro 5;1;;478;2022-05-04;2022-03-14;0;12450
AUDI A4 LIMUZINA 2.0 NOVO!!! 153000KM LED XENON;Grude;Korišteno;Audi;A4;2011;153000;4;Dizel;2.0;110;143;Euro 5;1;;5984;2022-07-06;2022-03-14;0;23000
Seat Ibiza;Doboj-Jug;Korišteno;Seat;Ibiza;2010;238000;4;Dizel;1.2;55;75;Euro 5;;;167;2022-05-07;2022-03-14;1;8900
Volkswagen Golf VII 1.6 TDI DSG *Facelift*;Široki Brijeg;Korišteno;Volkswagen;Golf;2017;125900;4;Dizel;1.6;84;115;;;;441;2022-04-21;2022-03-14;1;34900
Volkswagen Golf;Travnik;Korišteno;Volkswagen;Golf;2009;247000;4;Dizel;1.6;77;103;;1;;10;2022-04-19;2022-03-14;0;12800
Peugeot 307 , 66 kw, paše zamjena za manje auto;Tuzla;Korišteno;Peugeot;307;2001;270000;4;Dizel;2.0;66;66;Euro 3;1;;1325;2022-05-04;2022-03-14;0;3800
Peugeot 308 1.6 HDI 2015;Vogošća;Korišteno;Peugeot;308;2015;220000;4;Dizel;1.6;85;115;Euro 5;1;;11;2022-04-16;2022-03-14;0;14900
Peugeot 308 dizel 1.6 hdi sw;Gradačac;Korišteno;Peugeot;308;2010;265000;4;Dizel;1.6;80;110;Euro 5;1;;659;2022-04-29;2022-03-14;1;9800
Volkswagen Golf 1.6 77kw 2010 Moze Zamjena;Zavidovići;Korišteno;Volkswagen;Golf;2010;264452;4;Dizel;1.6;77;;;1;;1538;2022-05-14;2022-03-14;0;13750
PEUGEOT 3008 1.6 BlueHDI Allure sport CAM 0603443000;Sarajevo, Novi Grad;Korišteno;Peugeot;3008;2017;;4;Dizel;1.6;88;;;;;1214;2022-05-14;2022-03-14;0;37000
VOLKSWAGEN GOLF VII 1.6 TDi Karavan DSG/Navi;Zenica;Korišteno;Volkswagen;Golf;2018;186000;4;Dizel;1.6;85;115;Euro 6;1;;1577;2022-04-28;2022-03-14;1;24900
Seat Ibiza;Doboj-Jug;Korišteno;Seat;Ibiza;2010;340000;4;Dizel;1.2;55;55;Euro 5;;;424;2022-05-22;2022-03-14;1;9000
Audi a4 b5 1.8 benzin;Visoko;Korišteno;Audi;A4;1996;234556;4;Benzin;1.8;92;115;Euro 3;1;;11;2022-06-08;2022-03-14;0;3000
AUDI A4 2.0 TDI LIMUZINA XENON LED DIODA 2009 EURO5;Doboj-Jug;Korišteno;Audi;A4;2009;240000;4;Dizel;2.0;100;;Euro 5;;;2358;2022-04-20;2022-03-14;1;16900
Volkswagen Golf 2 Turbo dizel;Bratunac;Korišteno;Volkswagen;Golf;1989;548401;2;Dizel;1.6;51;;;;;5371;2022-04-28;2022-03-14;0;1200
RENAULT TALISMAN 1.6 DCI ENERGY;Sarajevo, Novi Grad;Korišteno;Renault;Talisman;2016;129395;4;Dizel;1.6;95;130;Euro 6;;;1332;2022-04-21;2022-03-14;1;26900
Audi QUATTRO;Žepče;Korišteno;Audi;QUATTRO;2002;342000;4;Dizel;2.5;132;;;1;;5;2022-09-23;2022-03-14;0;6500
VOLKSWAGEN UP 1.0 , 2015 GODINA , 35000 PREŠAO;Ilidža;Korišteno;Volkswagen;Up!;2015;35000;4;Benzin;1.0;44;60;Euro 5;;;8905;2022-04-24;2022-03-14;1;12500
